index,NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Refuse_Pct,cluster,cluster1
892,1893,Chapati (east african flat bread),77.0,175,19.0,3.0,1.0,0.0,0.0,0.0,16.0,2.78,19.0,164.0,185.0,147.0,3.03,0.22,0.085,28.8,6.2,0.061,0.327,6.233,0.914,0.198,6.0,0.0,6.0,6.0,89.7,3.61,154.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.22,0.5,19.0,0.0,0.929,0.795,0.708,271.0,63.0,1 raw gizzard,0.0,0,0.0,1,0
893,1894,Agege bread,69.0,225,26.0,5.0,1.0,0.0,0.0,0.0,17.0,3.68,21.0,187.0,193.0,127.0,3.92,0.274,0.098,44.1,6.3,0.057,0.357,6.45,0.525,0.175,13.0,0.0,13.0,13.0,82.2,3.91,37.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,1.059,1.598,1.359,452.0,45.0,1 gizzard cooked,0.0,0,0.0,1,0
894,1895,Mandazi (east african fried bread,74.0,150,17.0,7.0,1.0,0.0,0.0,0.0,18.0,3.7,21.0,183.0,179.0,129.0,3.21,0.488,0.102,35.4,3.0,0.165,1.13,6.44,3.12,0.479,0.0,0.0,0.0,0.0,126.8,13.3,305.0,82.0,80.0,0.0,23.0,0.0,21.0,0.0,0.31,0.4,17.0,0.0,1.923,2.045,2.153,225.0,24.0,1 piece,0.0,0,0.0,1,0
895,1896,Plantain flour bread,67.0,250,25.0,8.0,1.0,0.0,0.0,0.0,21.0,6.96,28.0,241.0,203.0,140.0,4.6,0.825,0.121,56.8,0.0,0.236,1.54,7.76,0.0,0.608,8.0,0.0,8.0,8.0,172.5,13.9,54.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,1.898,1.668,1.832,359.0,20.0,1 heart,0.0,0,0.0,1,0
896,1897,Coconut bread,76.0,250,18.0,6.0,1.0,0.0,0.0,0.0,20.0,8.94,24.0,279.0,214.0,131.0,3.37,0.863,0.296,68.7,24.5,0.206,2.247,11.233,6.28,1.04,677.0,0.0,677.0,677.0,221.8,19.73,26901.0,8058.0,8056.0,0.0,29.0,0.0,0.0,0.0,0.24,1.3,50.0,0.0,1.664,0.817,1.684,415.0,78.0,1 raw liver,0.0,0,0.0,1,1
897,1898,Pita bread (north african),64.0,180,27.0,8.0,1.0,0.0,0.0,0.0,19.0,1.79,26.0,312.0,153.0,98.0,4.53,1.046,0.331,102.3,22.6,0.256,2.687,11.09,4.35,0.882,691.0,0.0,691.0,691.0,220.2,28.17,35836.0,10751.0,10751.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,2.304,1.038,2.167,648.0,53.0,1 liver cooked,0.0,0,0.0,1,1
898,1899,Nkwobi bread,76.0,400,17.0,6.0,1.0,0.0,0.0,0.0,24.0,1.01,15.0,160.0,133.0,233.0,3.39,0.142,0.056,28.6,0.0,0.051,0.211,4.924,0.801,0.364,5.0,0.0,5.0,5.0,54.0,1.76,43.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,13.0,0.0,1.647,1.824,1.478,115.0,28.35,1 oz,453.0,1 lb,60.0,1,0
899,1900,Sourdough Ghanian bread,69.0,150,22.0,7.0,1.0,0.0,0.0,0.0,58.0,1.18,18.0,182.0,114.0,246.0,4.03,0.158,0.053,36.2,0.0,0.048,0.288,5.88,0.874,0.375,7.0,0.0,7.0,7.0,77.7,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.3,12.0,0.0,2.216,2.527,2.038,128.0,85.0,1 serving,0.0,0,53.0,1,0
900,1901,Baguette (west african frensh bread),71.0,250,22.0,7.0,1.0,0.0,0.0,0.06,11.0,0.75,25.0,188.0,223.0,105.0,1.25,0.067,0.011,20.7,0.0,0.038,0.139,8.968,0.73,0.711,7.0,0.0,7.0,7.0,50.4,0.67,62.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.07,0.3,11.0,0.0,1.899,2.431,1.952,67.0,85.0,3 oz,453.0,1 lb,32.0,1,0
901,1902,"Tunisain Brik with bread, filled with eggs abd herbs",65.0,250,30.0,6.0,1.0,0.0,0.0,0.0,11.0,0.8,32.0,230.0,248.0,101.0,1.76,0.068,0.012,29.3,0.0,0.035,0.213,11.608,0.902,0.767,9.0,0.0,9.0,9.0,82.5,0.5,35.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.07,0.4,14.0,0.0,1.603,1.984,1.596,89.0,85.0,1 serving,0.0,0,20.0,1,0
902,1903,Porridge bread,71.0,250,20.0,9.0,1.0,0.0,0.0,0.1,11.0,1.0,22.0,166.0,208.0,113.0,2.32,0.085,0.014,20.2,0.0,0.055,0.229,5.378,0.857,0.391,6.0,0.0,6.0,6.0,63.8,1.84,86.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.11,0.5,19.0,0.0,2.413,3.091,2.443,87.0,28.35,1 oz,453.0,1 lb,48.0,1,0
903,1904,Uganda rolex (eggs and vegetable wrap in flat bread,62.0,450,27.0,10.0,1.0,0.0,0.0,0.0,17.0,1.45,27.0,215.0,228.0,105.0,3.35,0.125,0.017,30.2,0.0,0.057,0.365,7.103,1.004,0.43,9.0,0.0,9.0,9.0,93.2,1.66,47.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.4,15.0,0.0,2.93,3.594,2.867,134.0,85.0,1 serving,0.0,0,38.0,1,0
904,1905,Ghanian kelewele bread (spicy plantain bread),75.0,400,24.0,1.0,1.0,0.0,0.0,0.05,11.0,0.73,28.0,201.0,242.0,113.0,1.28,0.07,0.011,22.7,0.0,0.042,0.145,9.924,0.775,0.813,7.0,0.0,7.0,7.0,53.0,0.63,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,5.0,0.0,0.289,0.264,0.258,57.0,85.0,1 serving,0.0,0,29.0,1,0
905,1906,South african milk tart with biscuit,68.0,225,30.0,2.0,1.0,0.0,0.0,0.0,9.0,0.71,32.0,230.0,249.0,99.0,1.72,0.063,0.011,30.2,0.0,0.035,0.205,11.75,0.9,0.807,10.0,0.0,10.0,10.0,83.4,0.37,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.3,10.0,0.0,0.593,0.626,0.528,80.0,85.0,1 serving,0.0,0,27.0,1,0
906,1907,Kuna (cereal and flour bread),76.0,200,21.0,3.0,1.0,0.0,0.0,0.1,11.0,1.04,25.0,176.0,226.0,124.0,2.59,0.092,0.014,22.4,0.0,0.062,0.255,5.696,0.935,0.44,7.0,0.0,7.0,7.0,69.6,2.05,43.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,13.0,0.0,0.683,0.756,0.613,79.0,85.0,1 serving,0.0,0,48.0,1,0
907,1908,Somali sabaayad (flat bread),65.0,175,28.0,6.0,1.0,0.0,0.0,0.0,17.0,1.43,27.0,212.0,227.0,104.0,3.51,0.127,0.016,31.4,0.0,0.06,0.375,6.685,1.015,0.438,9.0,0.0,9.0,9.0,95.8,1.65,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.3,10.0,0.0,1.807,2.061,1.662,128.0,85.0,1 serving,0.0,0,46.0,1,0
908,1909,Malawian Nsima with bread ( alternative to porridge),58.0,225,27.0,14.0,1.0,0.0,0.0,0.0,33.0,2.19,22.0,189.0,260.0,73.0,3.92,0.142,0.023,37.8,0.0,0.054,0.224,3.446,1.073,0.3,8.0,0.0,8.0,8.0,67.6,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,1.0,4.5,4.18,5.0,3.7,91.0,140.0,"1 cup, chopped or diced",262.0,".5 back, bone removed",41.0,1,0
909,1910,Kenyan mahamri ( sweet cocont bread),70.0,225,22.0,7.0,1.0,0.0,0.0,0.0,13.0,1.2,24.0,186.0,275.0,59.0,1.57,0.074,0.018,22.4,0.0,0.058,0.115,5.2,0.621,0.48,7.0,0.0,7.0,7.0,0.0,0.42,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,2.66,1.66,65.0,146.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",1132.0,".5 breast, bone removed",10.0,1,0
910,1911,Zambian nshima with bread ( eating with meat),63.0,325,29.0,7.0,1.0,0.0,0.0,0.0,21.0,1.4,27.0,210.0,288.0,63.0,2.03,0.047,0.02,29.1,0.0,0.057,0.131,6.365,0.634,0.48,6.0,0.0,6.0,6.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.45,1.8,74.0,112.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",864.0,".5 breast, bone removed",8.0,1,0
911,1912,Ethiopian injera (sour flatbread,73.0,165,20.0,7.0,1.0,0.0,0.0,0.0,17.0,1.72,21.0,177.0,273.0,74.0,3.09,0.142,0.022,26.4,0.0,0.077,0.211,2.947,1.09,0.34,10.0,0.0,10.0,10.0,0.0,0.39,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,2.06,1.83,71.0,105.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",816.0,"1 leg, bone removed",17.0,1,0
912,1913,Sorghum bread ( west and southern africa,61.0,250,28.0,10.0,1.0,0.0,0.0,0.0,32.0,2.3,23.0,199.0,280.0,77.0,4.27,0.154,0.023,37.8,0.0,0.06,0.241,3.561,1.205,0.33,9.0,0.0,9.0,9.0,70.8,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.1,4.0,0.0,3.06,2.87,2.72,85.0,71.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",546.0,"1 leg, bone removed",19.0,1,0
913,1914,teff bread ( Ethiopai0,66.0,200,20.0,12.0,1.0,0.0,0.0,0.0,14.0,1.26,21.0,165.0,240.0,55.0,1.54,0.077,0.017,22.4,0.0,0.05,0.11,4.425,0.554,0.41,7.0,0.0,7.0,7.0,0.0,0.39,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28,4.97,2.86,70.0,33.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",256.0,"1 wing, bone removed",33.0,1,0
914,1915,Koki bread made from beans,59.0,200,27.0,12.0,1.0,0.0,0.0,0.0,24.0,1.46,25.0,197.0,266.0,61.0,2.1,0.056,0.02,29.9,0.0,0.05,0.134,5.732,0.584,0.42,6.0,0.0,6.0,6.0,68.6,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,0.0,3.39,4.66,2.94,81.0,24.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",186.0,"1 wing, bone removed",34.0,1,0
915,1916,Maanda sweet soft bread ,66.0,280,28.0,6.0,1.0,0.0,0.0,0.0,22.0,1.95,25.0,198.0,250.0,66.0,2.89,0.146,0.024,33.8,0.0,0.043,0.183,4.922,0.903,0.42,7.0,0.0,7.0,7.0,69.7,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1.0,0.8,1.65,1.96,1.45,105.0,85.0,3 oz,808.0,".5 turkey, bone removed",25.0,1,0
916,1917,Ajiro bread (Nigeria) a sweet and slightly spongy bread,76.0,270,21.0,3.0,1.0,0.0,0.0,0.1,11.0,1.04,25.0,176.0,226.0,124.0,2.59,0.092,0.014,22.4,0.0,0.062,0.255,5.696,0.935,0.44,0.0,0.0,0.0,0.0,0.0,2.05,43.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.12,0.3,13.0,0.0,0.0,0.0,0.0,79.0,114.0,4 oz,1124.0,1 back,62.0,1,0
917,1918,Bara bread (South Africa),65.0,270,28.0,6.0,1.0,0.0,0.0,0.0,17.0,1.43,27.0,212.0,227.0,104.0,3.51,0.127,0.016,31.4,0.0,0.06,0.375,6.685,1.015,0.438,9.0,0.0,9.0,9.0,95.8,1.65,18.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.3,10.0,0.0,1.807,2.061,1.662,128.0,85.0,3 oz,911.0,1 back,42.0,1,0
918,1919,Cocoyam bread,75.0,230,24.0,1.0,1.0,0.0,0.0,0.05,11.0,0.73,28.0,201.0,242.0,113.0,1.28,0.07,0.011,22.7,0.0,0.042,0.145,9.924,0.775,0.813,7.0,0.0,7.0,7.0,61.3,0.63,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,5.0,0.0,0.289,0.264,0.258,57.0,114.0,4 oz,1769.0,1 breast,22.0,1,0
919,1920,Sweetpotato bread,68.0,210,30.0,2.0,1.0,0.0,0.0,0.0,9.0,0.71,32.0,230.0,249.0,99.0,1.72,0.063,0.011,30.2,0.0,0.035,0.205,11.75,0.9,0.807,9.0,0.0,9.0,9.0,84.4,0.39,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.3,10.0,0.0,0.593,0.626,0.528,80.0,85.0,3 oz,1413.0,1 breast,19.0,1,0
920,1921,Plantain bread,75.0,220,24.0,1.0,1.0,0.0,0.0,0.05,11.0,0.73,28.0,201.0,242.0,113.0,1.28,0.07,0.011,22.7,0.0,0.042,0.145,9.924,0.775,0.813,7.0,0.0,7.0,7.0,0.0,0.63,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,5.0,0.0,0.289,0.264,0.258,57.0,85.0,3 oz,346.0,1 wing,60.0,1,0
921,1922,Mealie cornbread,68.0,225,30.0,2.0,1.0,0.0,0.0,0.0,9.0,0.71,32.0,230.0,249.0,99.0,1.72,0.063,0.011,30.2,0.0,0.035,0.205,11.75,0.9,0.807,10.0,0.0,10.0,10.0,84.7,0.81,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.3,10.0,0.0,0.593,0.626,0.528,80.0,85.0,3 oz,213.0,1 wing,59.0,1,0
922,1923,Benne seed bread,36.0,270,19.0,44.0,1.0,0.0,0.0,0.0,32.0,1.82,15.0,133.0,155.0,44.0,2.06,0.078,0.022,144.1,0.0,0.021,0.133,2.801,0.297,0.07,4.0,0.0,4.0,4.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.59,18.94,10.18,106.0,31.0,"1 unit,  (yield from 1 lb ready-to-cook turkey)",196.0,".5 turkey, skin only",0.0,0,0
923,1924,"Yam bread (Nigeria, Ghana",69.0,230,22.0,8.0,2.0,0.0,0.0,0.0,14.0,1.58,12.0,111.0,138.0,503.0,1.41,0.046,0.015,15.8,2.0,0.015,0.129,6.329,0.85,0.35,4.0,0.0,4.0,4.0,64.0,0.29,117.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.26,0.1,5.0,1.8,2.2,3.15,1.75,62.0,142.0,"1 can,  (5 oz)",0.0,0,0.0,1,0
924,1925,"Tigernut bread (Nigeria, Ghana)",37.0,220,11.0,44.0,3.0,5.0,0.0,0.0,70.0,5.5,13.0,200.0,138.0,697.0,0.92,0.4,0.12,44.0,2.0,0.088,0.299,2.51,1.2,0.06,60.0,0.0,60.0,60.0,0.0,9.4,3333.0,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,25.61,0.84,150.0,13.0,1 tbsp,28.35,1 oz,0.0,1,2
925,1926,Fonio bread (West Africa),66.0,240,24.0,7.0,2.0,1.0,0.0,0.0,12.0,1.86,20.0,162.0,224.0,518.0,2.37,0.074,0.017,25.9,2.0,0.014,0.171,6.622,0.686,0.33,6.0,0.0,6.0,6.0,74.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.3,11.0,0.7,2.0,2.26,1.75,66.0,135.0,"1 cup,  drained",142.0,"1 can,  (5 oz)",0.0,1,0
926,1927,French fries cooked into an omelet,72.0,225,19.0,6.0,3.0,1.0,0.0,0.0,1.0,1.8,17.0,240.0,310.0,850.0,2.02,0.063,0.013,26.1,0.0,0.04,0.11,4.8,0.589,0.28,5.0,0.0,5.0,5.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.98,1.53,55.0,28.35,1 oz,227.0,.5 lb,0.0,1,0
927,1928,Irish potato porridge,85.0,150,6.0,3.0,2.0,5.0,0.0,0.0,14.0,0.93,8.0,81.0,61.0,554.0,0.7,0.022,0.005,19.2,0.0,0.024,0.127,1.799,0.213,0.1,4.0,0.0,4.0,4.0,0.0,0.24,42.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.97,0.47,18.0,85.0,3 oz,142.0,"1 package,  (net weight, 5 oz)",0.0,1,0
928,1929,Mashed sweet potatoes,71.0,110,22.0,3.0,2.0,0.0,0.0,0.0,9.0,0.66,21.0,214.0,248.0,397.0,1.53,0.041,0.015,25.7,0.0,0.053,0.133,9.067,0.489,0.32,5.0,0.0,5.0,5.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1.14,0.84,42.0,85.0,3 oz,864.0,".5 breast, bone removed",8.0,1,0
929,1930,"Nduma, mix of boiled arrowroots and sweet potatoes",71.0,100,19.0,9.0,2.0,0.0,0.0,0.0,8.0,1.51,17.0,171.0,241.0,437.0,4.12,0.139,0.015,27.9,0.0,0.083,0.255,2.409,0.812,0.23,6.0,0.0,6.0,6.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.65,2.53,2.35,62.0,85.0,3 oz,314.0,"1 thigh, bone removed",13.0,1,0
930,1931,Patate Saute,70.0,190,18.0,2.0,3.0,6.0,0.0,0.0,1.0,2.1,20.0,158.0,360.0,678.0,1.91,0.088,0.017,26.5,0.0,0.04,0.12,4.4,0.733,0.38,7.0,0.0,7.0,7.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.47,0.64,53.0,85.0,3 oz,1134.0,"1 box,  (net weight, 2.5 lb)",0.0,1,0
931,1932,Potato simmered in peanut sauce,49.0,180,14.0,17.0,3.0,17.0,0.0,0.0,14.0,2.2,15.0,234.0,260.0,838.0,1.46,0.073,0.083,20.7,0.0,0.1,0.18,2.1,0.533,0.2,29.0,20.0,9.0,43.0,0.0,0.23,40.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,6.92,4.39,64.0,64.0,"1 stick,  (2.25 oz)",0.0,0,0.0,1,0
932,1933,Mashed sweet potatoes mixed with boiled beans,63.0,130,11.0,25.0,1.0,0.0,0.0,0.0,138.0,1.57,12.0,132.0,104.0,40.0,1.29,0.065,0.019,10.7,1.5,0.05,0.129,4.63,0.824,0.19,6.0,0.0,6.0,6.0,0.0,0.25,245.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45,10.44,4.96,130.0,227.0,.5 lb,0.0,0,0.0,1,0
933,1934,Potato Tagine,69.0,140,14.0,15.0,1.0,0.0,0.0,0.0,123.0,1.73,13.0,154.0,128.0,51.0,1.82,0.069,0.02,14.4,3.0,0.071,0.175,6.246,1.202,0.32,9.0,0.0,9.0,9.0,0.0,0.35,107.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,7.41,2.28,104.0,227.0,.5 lb,0.0,0,0.0,1,0
934,1935,"Sweetpotato and groundnut, tomatoes, onions,spinach stew",63.0,375,15.0,20.0,1.0,0.0,0.0,0.0,187.0,1.22,12.0,132.0,104.0,40.0,1.9,0.065,0.019,15.7,2.0,0.096,0.14,5.254,0.772,0.28,5.0,0.0,5.0,5.0,0.0,0.27,149.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73,9.3,4.55,143.0,227.0,.5 lb,0.0,0,0.0,1,0
935,1936,Uganda posho(maize porridge) with mashed potatoes and beans,69.0,450,13.0,16.0,1.0,0.0,0.0,0.0,145.0,1.61,13.0,115.0,173.0,48.0,2.9,0.093,0.015,26.5,0.0,0.048,0.134,1.969,0.673,0.21,7.0,0.0,7.0,7.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,5.02,4.51,95.0,227.0,.5 lb,0.0,0,0.0,1,0
936,1937,"Kenyan irio (mashed potatoes, green peas, maize, spinach",72.0,325,20.0,8.0,1.0,0.0,0.0,0.0,19.0,1.09,23.0,200.0,237.0,58.0,2.35,0.096,0.008,21.9,0.0,0.066,0.156,6.733,0.993,0.564,7.0,0.0,7.0,7.0,50.8,1.0,66.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.09,0.4,14.0,0.0,2.024,2.635,2.205,69.0,453.6,1 lb,114.0,"1 patty,  4 oz",0.0,1,0
937,1938,Chakalaka with baked sweet potatoes,62.0,400,27.0,10.0,1.0,0.0,0.0,0.0,28.0,1.52,30.0,254.0,294.0,78.0,3.11,0.151,0.011,31.1,0.0,0.077,0.211,8.724,1.193,0.633,7.0,0.0,7.0,7.0,78.2,1.34,79.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.11,0.2,8.0,0.0,2.669,3.458,2.917,93.0,82.0,"1 patty,  (4 oz, raw) (yield after cooking)",330.0,"1 unit,  yield from 1 lb raw",0.0,1,0
938,1939,Nigerian yam and vegetable porridge,68.0,500,17.0,14.0,1.0,0.0,0.0,0.0,11.0,0.78,18.0,140.0,236.0,61.0,1.15,0.049,0.016,11.8,0.5,0.073,0.17,5.675,0.609,0.295,3.0,0.0,3.0,3.0,0.0,0.33,108.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,2.4,3.89,6.16,2.77,101.0,85.0,3 oz,168.0,.5 bird,39.0,1,0
939,1940,Potato and tilapia fish sauce,59.0,400,22.0,18.0,1.0,0.0,0.0,0.0,13.0,0.91,18.0,146.0,245.0,64.0,1.49,0.061,0.015,15.5,0.5,0.067,0.199,5.897,0.593,0.307,2.0,0.0,2.0,2.0,56.5,0.28,106.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.36,0.1,2.0,2.4,5.05,8.0,3.6,131.0,85.0,3 oz,129.0,.5 bird,37.0,1,0
940,1941,Rwandan ibihaza (pumpkin and sweet potato stew),76.0,380,20.0,3.0,1.0,0.0,0.0,0.0,12.0,0.74,21.0,160.0,269.0,68.0,1.31,0.053,0.017,15.8,0.6,0.092,0.216,6.744,0.636,0.385,3.0,0.0,3.0,3.0,0.0,0.4,75.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.4,0.85,1.07,0.81,91.0,85.0,3 oz,120.0,.5 bird,57.0,1,0
941,1942,Congolase (madesu) beans with potatoes,72.0,420,23.0,4.0,1.0,0.0,0.0,0.0,13.0,0.77,19.0,149.0,250.0,63.0,1.53,0.059,0.015,20.8,0.6,0.075,0.227,6.273,0.555,0.358,2.0,0.0,2.0,2.0,66.3,0.3,65.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,5.0,2.4,0.99,1.24,0.94,106.0,85.0,3 oz,110.0,.5 bird,46.0,1,0
942,1943,Tanzania sweet potato chapati wraps,65.0,250,25.0,8.0,1.0,1.0,0.0,0.0,14.0,1.3,19.0,153.0,153.0,482.0,2.5,0.05,0.0,18.4,0.0,0.0,0.1,2.4,0.0,0.19,2.0,0.0,2.0,2.0,73.8,1.0,177.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.32,0.1,5.0,2.3,2.25,3.279,1.978,50.0,28.0,1 oz,205.0,1 cup,0.0,1,0
943,1944,Moroccan spiced sweet potato tagine,62.0,400,20.0,13.0,3.0,3.0,0.6,2.04,28.0,2.41,20.0,205.0,190.0,615.0,1.14,0.039,0.0,33.2,0.0,0.074,0.242,5.5,0.545,0.142,10.0,0.0,10.0,10.0,0.0,0.4,58.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,3.321,5.766,2.359,126.0,29.0,1 piece,86.0,1 serving,33.0,1,0
944,1945,Egyptian batat mahsi (stuffed potatoes,54.0,475,25.0,14.0,3.0,4.0,0.9,2.1,38.0,2.74,27.0,272.0,254.0,837.0,1.55,0.049,0.0,41.7,0.5,0.081,0.296,7.1,0.711,0.21,12.0,0.0,12.0,12.0,0.0,0.48,68.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,3.655,6.297,2.599,156.0,74.0,1 serving,0.0,0,33.0,1,0
945,1946,Somalu barilis with diced potatoes,76.0,430,20.0,3.0,1.0,0.0,0.0,0.0,5.0,0.34,25.0,198.0,332.0,173.0,0.63,0.029,0.011,26.4,0.0,0.068,0.127,7.583,1.23,0.761,8.0,0.0,8.0,8.0,74.2,0.19,36.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,2.0,0.0,0.545,0.673,0.384,64.0,85.0,3 oz,263.0,1 piece,0.0,1,0
946,1947,Malawian potatoes and pumpkin mash,63.0,350,25.0,11.0,1.0,0.0,0.0,0.0,8.0,3.26,0.0,0.0,0.0,84.0,0.0,0.0,0.0,26.4,2.8,0.0,0.0,7.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.922,5.428,1.632,136.0,56.0,"1 unit,  (yield from 1 lb ready-to-cook duck)",85.0,3 oz,0.0,1,0
947,1948,Sierra leone potato leaf stew with rice,68.0,525,28.0,3.0,1.0,0.0,0.0,0.0,9.0,4.49,0.0,0.0,0.0,105.0,0.0,0.0,0.0,29.0,3.2,0.0,0.0,10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.578,0.871,0.378,143.0,85.0,3 oz,95.0,".5 breast, bone and skin removed",0.0,1,0
948,1949,"Cabbage, carrot and potato stew",61.0,300,27.0,11.0,1.0,0.0,0.0,0.0,10.0,2.08,0.0,0.0,0.0,110.0,0.0,0.0,0.0,21.8,1.5,0.0,0.0,5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.975,5.617,1.896,114.0,92.0,"1 leg, bone removed (yield after cooking)",43.0,"1 unit,  (yield from 1 lb ready-to-cook duck)",31.0,1,0
